"Genus","Species","Impact_year","Type_of_cost_merged","Management_type","code","Cost_ID","Cost.USD","First_invacost","First_manage","First_manage_invacost"
"Aedes","Aedes albopictus/Aedes japonicus",1970,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1971,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1972,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1973,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1974,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1975,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1976,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1977,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1978,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1979,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1980,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1981,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti/Aedes albopictus",2009,"Damage",NA,"NIC","2315",14412900.9297939,1922,1995,1977
"Aedes","Aedes albopictus/Aedes japonicus",1983,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti",2000,"Damage",NA,"SUR","2328",1461965.26330133,1922,NA,1977
"Aedes","Aedes aegypti",2000,"Damage",NA,"THA","2241",1290.95912598685,1922,1981,1977
"Aedes","Aedes aegypti",2000,"Damage",NA,"URY","2330",1486796.52946905,1922,1995,1977
"Aedes","Aedes aegypti",2000,"Damage",NA,"VEN","NE3047",57507.8726981709,1922,2007,1977
"Aedes","Aedes aegypti",2000,"Damage",NA,"VEN","NE3054",134861.406918361,1922,2007,1977
"Aedes","Aedes aegypti",2001,"Damage",NA,"BLZ","2275",814439.261086367,1922,1995,1977
"Aedes","Aedes aegypti",2001,"Damage",NA,"BOL","2277",43592592.6645649,1922,1995,1977
"Aedes","Aedes aegypti",2001,"Damage",NA,"BRA","2380",386133.56,1922,1984,1977
"Aedes","Aedes albopictus/Aedes japonicus",1995,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1996,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1997,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1998,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1999,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",2000,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",2001,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",2002,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",2003,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",2004,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",2005,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",2006,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",2007,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",2008,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",2009,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",2010,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",2011,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",2012,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti",2000,"Damage",NA,"THA","2244",151755602.358116,1922,1981,1977
"Aedes","Aedes aegypti",2008,"Damage",NA,"BRA","2380",386133.56,1922,1984,1977
"Aedes","Aedes aegypti",2008,"Damage",NA,"BRA","2393",10675000,1922,1984,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"CAN","2285",693753.521315354,1922,NA,1977
"Aedes","Aedes aegypti",2008,"Damage",NA,"BTN","2214",310401.710257792,1922,NA,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"CHN","2394",489020.414020624,1922,NA,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"ECU","2303",65747113.8342653,1922,1995,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"FRA","2265",2218846.14329975,1922,2008,1977
"Aedes","Aedes albopictus/Aedes japonicus",1922,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1923,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1924,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1925,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1926,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1927,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1928,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1929,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1930,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1931,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1932,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1933,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1934,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti",2008,"Damage",NA,"USA","2326",20573081.5494169,1922,1977,1977
"Aedes","Aedes aegypti",1981,"Damage",NA,"CUB","2413",110529589.405188,1922,1981,1977
"Aedes","Aedes aegypti",2017,"Damage",NA,"BRA","NE4534",109384525.980724,1922,1984,1977
"Aedes","Aedes aegypti/Aedes albopictus",2007,"Damage",NA,"HND","2309",19972885.8812854,1922,1995,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"IND","2224",567406043.43654,1922,2003,1977
"Aedes","Aedes aegypti/Aedes albopictus",2007,"Damage",NA,"NIC","2314",15750763.015023,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",1997,"Damage",NA,"NIC","2315",14412900.9297939,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2007,"Damage",NA,"PAN","2319",9651580.71690245,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2007,"Damage",NA,"SLV","2305",17638005.5828938,1922,1995,1977
"Aedes","Aedes aegypti",2003,"Damage",NA,"SGP","2239",70592714.376933,1922,1977,1977
"Aedes","Aedes aegypti",2003,"Damage",NA,"SUR","2328",1461965.26330133,1922,NA,1977
"Aedes","Aedes aegypti",2003,"Damage",NA,"THA","2244",151755602.358116,1922,1981,1977
"Aedes","Aedes aegypti",2003,"Damage",NA,"THA","2246",305170126.178464,1922,1981,1977
"Aedes","Aedes aegypti",2003,"Damage",NA,"THA","2395",127879387.587106,1922,1981,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"IDN","2226",340035077.600131,1922,2011,1977
"Aedes","Aedes aegypti",2003,"Damage",NA,"URY","2330",1486796.52946905,1922,1995,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"IND","2363",571547693.388632,1922,2003,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"KHM","2216",17403539.9581826,1922,2001,1977
"Aedes","Aedes aegypti",2000,"Damage",NA,"PRY","2321",2522877.38073318,1922,1995,1977
"Aedes","Aedes aegypti",2000,"Damage",NA,"SGP","2238",41736084.3857785,1922,1977,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"MYS","2232",134654366.328205,1922,2002,1977
"Aedes","Aedes aegypti/Aedes albopictus",2010,"Damage",NA,"COL","2292",1075580347.65367,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2010,"Damage",NA,"COL","2415",18416183.4495994,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2010,"Damage",NA,"NIC","2315",14412900.9297939,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2001,"Damage",NA,"BRA","2284",956987710.380959,1922,1984,1977
"Aedes","Aedes aegypti/Aedes albopictus",2001,"Damage",NA,"COL","2294",208002021.764501,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2001,"Damage",NA,"CRI","2296",12400317.5618373,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2001,"Damage",NA,"HND","2309",19972885.8812854,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2001,"Damage",NA,"MEX","2311",321737991.353806,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2001,"Damage",NA,"NIC","2314",15750763.015023,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2001,"Damage",NA,"NIC","2315",14412900.9297939,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2001,"Damage",NA,"PAN","2319",9651580.71690245,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2001,"Damage",NA,"SLV","2305",17638005.5828938,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2001,"Damage",NA,"USA","2331",6355211.07368289,1922,1977,1977
"Aedes","Aedes aegypti/Aedes albopictus",2001,"Damage",NA,"VEN","2262",234164.885941053,1922,2007,1977
"Aedes","Aedes aegypti/Aedes albopictus",2001,"Damage",NA,"VEN","2333",127897460.612803,1922,2007,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"IND","2220",87404622.3516994,1922,2003,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"IND","2221",4774381.86400333,1922,2003,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"KHM","2216",17403539.9581826,1922,2001,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"LAO","2230",5358901.39099299,1922,NA,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"MMR","2235",15231780.1955654,1922,NA,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"MYS","2231",149507371.21207,1922,2002,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"MYS","2232",134654366.328205,1922,2002,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"PER","2324",132916340.065661,1922,1995,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"PHL","2237",85049016.4014476,1922,2013,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"PRY","2321",2522877.38073318,1922,1995,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"SGP","2238",41736084.3857785,1922,1977,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"SGP","2239",70592714.376933,1922,1977,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"SUR","2328",1461965.26330133,1922,NA,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"THA","2244",151755602.358116,1922,1981,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"THA","2246",305170126.178464,1922,1981,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"THA","2395",127879387.587106,1922,1981,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"TLS","2248",381951.934995181,1922,NA,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"URY","2330",1486796.52946905,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2003,"Damage",NA,"ARG","2270",17208457.6961482,1922,1995,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"USA","2409",20786606.0076361,1922,1977,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"USA","2409",20786606.0076361,1922,1977,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"BLZ","2275",814439.261086367,1922,1995,1977
"Aedes","Aedes aegypti",2002,"Damage",NA,"BRA","2393",10675000,1922,1984,1977
"Aedes","Aedes aegypti",2002,"Damage",NA,"BRN","2215",669205.043132053,1922,NA,1977
"Aedes","Aedes aegypti/Aedes albopictus",2004,"Damage",NA,"HND","2309",19972885.8812854,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2004,"Damage",NA,"MEX","2311",321737991.353806,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2004,"Damage",NA,"NIC","2314",15750763.015023,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2004,"Damage",NA,"NIC","2315",14412900.9297939,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2004,"Damage",NA,"PAN","2319",9651580.71690245,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2004,"Damage",NA,"SLV","2305",17638005.5828938,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2004,"Damage",NA,"USA","2331",6355211.07368289,1922,1977,1977
"Aedes","Aedes aegypti/Aedes albopictus",2004,"Damage",NA,"VEN","2333",127897460.612803,1922,2007,1977
"Aedes","Aedes aegypti",2009,"Damage",NA,"VNM","2249",24677462.0700881,1922,1998,1977
"Aedes","Aedes aegypti/Aedes albopictus",2007,"Damage",NA,"NIC","2315",14412900.9297939,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2005,"Damage",NA,"ARG","2270",17208457.6961482,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2005,"Damage",NA,"BRA","2284",956987710.380959,1922,1984,1977
"Aedes","Aedes aegypti/Aedes albopictus",2005,"Damage",NA,"COL","2294",208002021.764501,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2005,"Damage",NA,"CRI","2296",12400317.5618373,1922,1995,1977
"Aedes","Aedes albopictus/Aedes japonicus",1935,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1936,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti",1981,"Damage",NA,"CUB","2414",51221029.2365505,1922,1981,1977
"Aedes","Aedes aegypti",1981,"Damage",NA,"THA","2243",19170339.3416929,1922,1981,1977
"Aedes","Aedes aegypti",2008,"Damage",NA,"VNM","2249",24677462.0700881,1922,1998,1977
"Aedes","Aedes albopictus/Aedes japonicus",1942,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1944,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1945,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"BLZ","2275",814439.261086367,1922,1995,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"BOL","2277",43592592.6645649,1922,1995,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"BRA","2380",386133.56,1922,1984,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"BRA","2393",10675000,1922,1984,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"BRN","2215",669205.043132053,1922,NA,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"BTN","2214",310401.710257792,1922,NA,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"CAN","2285",693753.521315354,1922,NA,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"CHL","2289",7067815.98882335,1922,1995,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"CHN","2394",489020.414020624,1922,NA,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"ECU","2303",65747113.8342653,1922,1995,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"FRA","2265",2218846.14329975,1922,2008,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"GTM","2307",38016876.2719143,1922,1995,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"IDN","2226",340035077.600131,1922,2011,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"IND","2219",3282987.26799224,1922,2003,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"IND","2220",87404622.3516994,1922,2003,1977
"Aedes","Aedes aegypti",2006,"Damage",NA,"IND","2221",4774381.86400333,1922,2003,1977
"Aedes","Aedes aegypti",2009,"Damage",NA,"USA","2326",20573081.5494169,1922,1977,1977
"Aedes","Aedes aegypti",2009,"Damage",NA,"USA","2409",20786606.0076361,1922,1977,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"IND","2225",15368561.023653,1922,2003,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"IND","2363",571547693.388632,1922,2003,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"KHM","2216",17403539.9581826,1922,2001,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"BRA","2376",9363890.33558606,1922,1984,1977
"Aedes","Aedes aegypti/Aedes albopictus",2007,"Damage",NA,"USA","2331",6355211.07368289,1922,1977,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"BRA","2393",10675000,1922,1984,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"BRN","2215",669205.043132053,1922,NA,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"BTN","2214",310401.710257792,1922,NA,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"CHN","2394",489020.414020624,1922,NA,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"PER","2324",132916340.065661,1922,1995,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"IND","2224",567406043.43654,1922,2003,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"PRY","2321",2522877.38073318,1922,1995,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"SGP","2238",41736084.3857785,1922,1977,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"SGP","2239",70592714.376933,1922,1977,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"LAO","2230",5358901.39099299,1922,NA,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"MMR","2235",15231780.1955654,1922,NA,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"PHL","2236",71358810.7604102,1922,2013,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"PHL","2237",85049016.4014476,1922,2013,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"PHL","2368",2348992.53008418,1922,2013,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"SGP","2239",70592714.376933,1922,1977,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"THA","2246",305170126.178464,1922,1981,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"TLS","2248",381951.934995181,1922,NA,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"USA","2326",20573081.5494169,1922,1977,1977
"Aedes","Aedes aegypti/Aedes albopictus",2011,"Damage",NA,"COL","2292",1075580347.65367,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2011,"Damage",NA,"DOM","2301",1556113.0157413,1922,NA,1977
"Aedes","Aedes aegypti/Aedes albopictus",2011,"Damage",NA,"DOM","2405",1495088.97590831,1922,NA,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"BTN","2214",310401.710257792,1922,NA,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"CAN","2285",693753.521315354,1922,NA,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"CHL","2289",7067815.98882335,1922,1995,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"CHN","2394",489020.414020624,1922,NA,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"ECU","2303",65747113.8342653,1922,1995,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"FRA","2265",2218846.14329975,1922,2008,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"GTM","2307",38016876.2719143,1922,1995,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"IDN","2226",340035077.600131,1922,2011,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"IND","2220",87404622.3516994,1922,2003,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"IND","2221",4774381.86400333,1922,2003,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"IND","2224",567406043.43654,1922,2003,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"VNM","2401",2876847.59212677,1922,1998,1977
"Aedes","Aedes aegypti/Aedes albopictus",2007,"Damage",NA,"MEX","2311",321737991.353806,1922,1995,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"KHM","2396",3684700.21688287,1922,2001,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"KHM","2397",4569258.89248572,1922,2001,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"LAO","2230",5358901.39099299,1922,NA,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"MMR","2235",15231780.1955654,1922,NA,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"MYS","2231",149507371.21207,1922,2002,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"MYS","2232",134654366.328205,1922,2002,1977
"Aedes","Aedes aegypti/Aedes albopictus",2005,"Damage",NA,"MEX","2311",321737991.353806,1922,1995,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"PHL","2237",85049016.4014476,1922,2013,1977
"Aedes","Aedes albopictus/Aedes japonicus",1938,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti",2008,"Damage",NA,"USA","2409",20786606.0076361,1922,1977,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"TLS","2248",381951.934995181,1922,NA,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"SUR","2328",1461965.26330133,1922,NA,1977
"Aedes","Aedes aegypti",2004,"Damage",NA,"VNM","2249",24677462.0700881,1922,1998,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"TLS","2248",381951.934995181,1922,NA,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"URY","2330",1486796.52946905,1922,1995,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"USA","2326",20573081.5494169,1922,1977,1977
"Aedes","Aedes aegypti/Aedes albopictus",2003,"Damage",NA,"MEX","2311",321737991.353806,1922,1995,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"VNM","2249",24677462.0700881,1922,1998,1977
"Aedes","Aedes aegypti",2007,"Damage",NA,"VNM","2251",66833155.4225999,1922,1998,1977
"Aedes","Aedes aegypti/Aedes albopictus",2003,"Damage",NA,"VEN","2333",127897460.612803,1922,2007,1977
"Aedes","Aedes aegypti/Aedes albopictus",2004,"Damage",NA,"ARG","2270",17208457.6961482,1922,1995,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"CHL","2289",7067815.98882335,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2004,"Damage",NA,"COL","2294",208002021.764501,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2004,"Damage",NA,"CRI","2296",12400317.5618373,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2006,"Damage",NA,"VEN","2333",127897460.612803,1922,2007,1977
"Aedes","Aedes aegypti/Aedes albopictus",2007,"Damage",NA,"ARG","2270",17208457.6961482,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2007,"Damage",NA,"BRA","2284",956987710.380959,1922,1984,1977
"Aedes","Aedes aegypti",2009,"Damage",NA,"TLS","2248",381951.934995181,1922,NA,1977
"Aedes","Aedes aegypti/Aedes albopictus",2007,"Damage",NA,"CRI","2296",12400317.5618373,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2002,"Damage",NA,"ARG","2270",17208457.6961482,1922,1995,1977
"Aedes","Aedes aegypti",2011,"Damage",NA,"VNM","2402",2615315.99284252,1922,1998,1977
"Aedes","Aedes aegypti/Aedes albopictus",2002,"Damage",NA,"CRI","2296",12400317.5618373,1922,1995,1977
"Aedes","Aedes aegypti",2012,"Damage",NA,"BRA","2381",1418928.77,1922,1984,1977
"Aedes","Aedes aegypti",2010,"Damage",NA,"BRA","2381",1418928.77,1922,1984,1977
"Aedes","Aedes aegypti",2012,"Damage",NA,"CHN","2394",489020.414020624,1922,NA,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"PRY","2321",2522877.38073318,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2005,"Damage",NA,"HND","2309",19972885.8812854,1922,1995,1977
"Aedes","Aedes aegypti",2012,"Damage",NA,"PHL","2236",71358810.7604102,1922,2013,1977
"Aedes","Aedes albopictus/Aedes japonicus",1937,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti",2013,"Damage",NA,"BRA","2381",1418928.77,1922,1984,1977
"Aedes","Aedes albopictus/Aedes japonicus",1941,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti/Aedes albopictus",2005,"Damage",NA,"USA","2331",6355211.07368289,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1943,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti",2005,"Damage",NA,"VNM","2249",24677462.0700881,1922,1998,1977
"Aedes","Aedes albopictus/Aedes japonicus",1946,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1947,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1948,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1949,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes albopictus/Aedes japonicus",1950,"Damage",NA,"USA","1212",9489.97592085195,1922,1977,1977
"Aedes","Aedes aegypti/Aedes albopictus",2006,"Damage",NA,"CUB","2411",3032419.95232939,1922,1981,1977
"Aedes","Aedes aegypti/Aedes albopictus",2006,"Damage",NA,"CUB","2412",1479573.05417511,1922,1981,1977
"Aedes","Aedes aegypti/Aedes albopictus",2006,"Damage",NA,"HND","2309",19972885.8812854,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2006,"Damage",NA,"MEX","2311",321737991.353806,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2006,"Damage",NA,"NIC","2314",15750763.015023,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2006,"Damage",NA,"NIC","2315",14412900.9297939,1922,1995,1977
"Aedes","Aedes aegypti/Aedes albopictus",2006,"Damage",NA,"PAN","2319",9651580.71690245,1922,1995,1977
